DrugBank ID	SIDE EFFECT	MIN	MEAN	MAX	Drug name
DB00656	Tinnitus	1.4	1.4	1.4	Trazodone
DB00656	Tremor	2.8	3.95	5.1	Trazodone
DB00656	Vision blurred	5.45	8.816666666669999	14.7	Trazodone
DB00656	Vivid dreams	1.1	3.1	5.1	Trazodone
DB00656	Vomiting	9.9	11.3	12.7	Trazodone
DB00656	Weight decreased	3.2	4.45	5.7	Trazodone
DB00656	Weight increased	1.4	2.95	4.5	Trazodone
DB00658	Abdominal distension	3.0	3.0	3.0	Sevelamer
DB00658	Abdominal pain	9.0	9.0	9.0	Sevelamer
DB00658	Anorexia	3.0	3.0	3.0	Sevelamer
DB00658	Arthralgia	3.0	3.0	3.0	Sevelamer
DB00658	Asthenia	3.0	3.0	3.0	Sevelamer
DB00658	Constipation	4.0	6.0	8.0	Sevelamer
DB00658	Decreased appetite	3.0	3.0	3.0	Sevelamer
DB00658	Diarrhoea	5.0	12.0	19.0	Sevelamer
DB00658	Dyspepsia	12.0	14.0	16.0	Sevelamer
DB00658	Fatigue	3.0	3.0	3.0	Sevelamer
DB00658	Flatulence	8.0	8.0	8.0	Sevelamer
DB00658	Gastrointestinal pain	9.0	9.0	9.0	Sevelamer
DB00658	Musculoskeletal discomfort	3.0	3.0	3.0	Sevelamer
DB00658	Nausea	3.0	9.333333333330001	20.0	Sevelamer
DB00658	Peritonitis	8.0	8.0	8.0	Sevelamer
DB00658	Pruritus	4.0	4.0	4.0	Sevelamer
DB00658	Vomiting	3.0	12.5	22.0	Sevelamer
DB00659	Accidental injury	3.0	3.5	4.0	Acamprosate
DB00659	Anorexia	2.0	3.33333333333	5.0	Acamprosate
DB00659	Anxiety	5.0	6.333333333330001	8.0	Acamprosate
DB00659	Asthenia	5.0	6.0	7.0	Acamprosate
DB00659	Decreased appetite	2.0	3.33333333333	5.0	Acamprosate
DB00659	Depression	4.0	5.666666666669999	8.0	Acamprosate
DB00659	Diarrhoea	10.0	14.333333333299999	17.0	Acamprosate
DB00659	Dizziness	3.0	3.5	4.0	Acamprosate
DB00659	Dry mouth	1.0	2.0	3.0	Acamprosate
DB00659	Flatulence	1.0	2.66666666667	4.0	Acamprosate
DB00659	Hyperhidrosis	2.0	2.5	3.0	Acamprosate
DB00659	Injury	3.0	3.5	4.0	Acamprosate
DB00659	Insomnia	6.0	7.333333333330001	9.0	Acamprosate
DB00659	Nausea	3.0	3.5	4.0	Acamprosate
DB00659	Pain	2.0	3.0	4.0	Acamprosate
DB00659	Paraesthesia	2.0	2.5	3.0	Acamprosate
DB00659	Pruritus	3.0	3.5	4.0	Acamprosate
DB00659	Sweating	2.0	2.5	3.0	Acamprosate
DB00661	Accidental injury	1.5	1.5	1.5	Verapamil
DB00661	Asthenia	1.7	2.55	4.5	Verapamil
DB00661	Atrioventricular block	1.2	1.45	1.7	Verapamil
DB00661	Bradycardia	1.2	1.3	1.4	Verapamil
DB00661	Cardiac failure	1.8	1.8	1.8	Verapamil
DB00661	Constipation	2.4	7.55	11.7	Verapamil
DB00661	Dermatitis	2.4	2.4	2.4	Verapamil
DB00661	Diarrhoea	2.4	2.4	2.4	Verapamil
DB00661	Dizziness	1.2	2.85	4.7	Verapamil
DB00661	Dyspepsia	2.7	2.7	2.7	Verapamil
DB00661	Electrocardiogram abnormal	2.0	2.0	2.0	Verapamil
DB00661	Fatigue	1.7	3.1	4.5	Verapamil
DB00661	Headache	1.2	4.96	12.1	Verapamil
DB00661	Hepatic enzyme increased	1.4	1.4	1.4	Verapamil
DB00661	Hypertension	1.7	1.7	1.7	Verapamil
DB00661	Hypotension	1.5	2.16666666667	2.5	Verapamil
DB00661	Hypotension symptomatic	1.5	1.5	1.5	Verapamil
DB00661	Infection	2.7	7.4	12.1	Verapamil
DB00661	Influenza	2.4	3.05	3.7	Verapamil
DB00661	Injury	1.5	1.5	1.5	Verapamil
DB00661	Nausea	1.4	1.975	2.7	Verapamil
DB00661	Oedema	1.2	1.92	3.0	Verapamil
DB00661	Oedema peripheral	1.7	2.7	3.7	Verapamil
DB00661	Pain	2.4	2.4	2.4	Verapamil
DB00661	Paraesthesia	1.0	1.0	1.0	Verapamil
DB00661	Pharyngitis	1.5	2.25	3.0	Verapamil
DB00661	Pulmonary oedema	1.8	1.8	1.8	Verapamil
DB00661	Rash	2.4	2.4	2.4	Verapamil
DB00661	Rhinitis	2.7	2.7	2.7	Verapamil
DB00661	Sinusitis	3.0	3.0	3.0	Verapamil
DB00661	Tachycardia	1.0	1.0	1.0	Verapamil
DB00661	Upper respiratory tract infection	5.4	5.4	5.4	Verapamil
DB00665	Abnormal vision	6.7	6.7	6.7	Nilutamide
DB00665	Alanine aminotransferase increased	7.6	7.6	7.6	Nilutamide
DB00665	Alcohol intolerance	5.0	5.0	5.0	Nilutamide
DB00665	Angina pectoris	2.0	2.0	2.0	Nilutamide
DB00665	Arthritis	2.0	2.0	2.0	Nilutamide
DB00665	Aspartate aminotransferase increased	8.0	8.0	8.0	Nilutamide
DB00665	Blood alkaline phosphatase increased	3.0	3.0	3.0	Nilutamide
DB00665	Blood creatinine increased	2.0	2.0	2.0	Nilutamide
DB00665	Blood urea increased	2.0	2.0	2.0	Nilutamide
DB00665	Cardiac failure	3.0	3.0	3.0	Nilutamide
DB00665	Cataract	2.0	2.0	2.0	Nilutamide
DB00665	Constipation	7.1	7.1	7.1	Nilutamide
DB00665	Cough	2.0	2.0	2.0	Nilutamide
DB00665	Cough increased	2.0	2.0	2.0	Nilutamide
DB00665	Creatinine increased	2.0	2.0	2.0	Nilutamide
DB00665	Diarrhoea	2.0	2.0	2.0	Nilutamide
DB00665	Discomfort	2.0	2.0	2.0	Nilutamide
DB00665	Dizziness	2.0	5.4	7.1	Nilutamide
DB00665	Dry mouth	2.0	2.0	2.0	Nilutamide
DB00665	Dyspnoea	6.2	6.2	6.2	Nilutamide
DB00665	Feeling abnormal	2.0	2.0	2.0	Nilutamide
DB00665	Gastrointestinal disorder	2.0	2.0	2.0	Nilutamide
DB00665	Gastrointestinal haemorrhage	2.0	2.0	2.0	Nilutamide
DB00665	Haptoglobin increased	2.0	2.0	2.0	Nilutamide
DB00665	Hot flush	28.4	28.4	28.4	Nilutamide
DB00665	Hyperglycaemia	4.0	4.0	4.0	Nilutamide
DB00665	Hypertension	5.3	5.3	5.3	Nilutamide
DB00665	Ill-defined disorder	2.0	2.0	2.0	Nilutamide
DB00665	Interstitial lung disease	2.0	2.0	2.0	Nilutamide
DB00665	Leukopenia	3.0	3.0	3.0	Nilutamide
DB00665	Loss of consciousness	2.0	2.0	2.0	Nilutamide
DB00665	Lung disorder	4.0	4.0	4.0	Nilutamide
DB00665	Malaise	2.0	2.0	2.0	Nilutamide
DB00665	Melaena	2.0	2.0	2.0	Nilutamide
DB00665	Menopausal symptoms	28.4	28.4	28.4	Nilutamide
DB00665	Nausea	9.8	9.8	9.8	Nilutamide
DB00665	Nervousness	2.0	2.0	2.0	Nilutamide
DB00665	Oedema	2.0	2.0	2.0	Nilutamide
DB00665	Paraesthesia	3.0	3.0	3.0	Nilutamide
DB00665	Phosphatase alkaline increased	3.0	3.0	3.0	Nilutamide
DB00665	Photophobia	2.0	2.0	2.0	Nilutamide
DB00665	Pruritus	2.0	2.0	2.0	Nilutamide
DB00665	Rhinitis	2.0	2.0	2.0	Nilutamide
DB00665	Shock	2.0	2.0	2.0	Nilutamide
DB00665	Syncope	2.0	2.0	2.0	Nilutamide
DB00665	Tension	2.0	2.0	2.0	Nilutamide
DB00665	Urinary tract infection	8.0	8.0	8.0	Nilutamide
DB00665	Visual impairment	6.7	6.7	6.7	Nilutamide
DB00665	Weight decreased	2.0	2.0	2.0	Nilutamide
DB00669	Abdominal discomfort	3.0	3.0	3.0	Sumatriptan
DB00669	Application site pain	4.0	4.0	4.0	Sumatriptan
DB00669	Asthenia	1.4	3.84615384615	9.5	Sumatriptan
DB00669	Bradycardia	1.0	1.0	1.0	Sumatriptan
DB00669	Burning sensation	1.0	3.13333333333	7.0	Sumatriptan
DB00669	Chest discomfort	2.0	3.75	5.0	Sumatriptan
DB00669	Chest pain	1.0	2.4285714285699997	5.0	Sumatriptan
DB00669	Chest pressure	2.0	2.0	2.0	Sumatriptan
DB00669	Chest tightness	3.0	3.0	3.0	Sumatriptan
DB00669	Dermatitis contact	4.0	4.0	4.0	Sumatriptan
DB00669	Discomfort	2.0	3.7142857142900003	9.5	Sumatriptan
DB00669	Dizziness	1.0	4.109090909090001	12.0	Sumatriptan
DB00669	Drowsiness	3.0	3.0	3.0	Sumatriptan
DB00669	Dysphagia	1.0	1.0	1.0	Sumatriptan
DB00669	Dyspnoea	1.0	1.0	1.0	Sumatriptan
DB00669	Fatigue	1.4	4.45714285714	9.5	Sumatriptan
DB00669	Feeling abnormal	2.0	4.54285714286	9.5	Sumatriptan
DB00669	Feeling cold	1.0	1.0	1.0	Sumatriptan
DB00669	Feeling strange	2.0	2.0	2.0	Sumatriptan
DB00669	Flushing	1.0	4.0	7.0	Sumatriptan
DB00669	Headache	1.0	1.5	2.0	Sumatriptan
DB00669	Hyperhidrosis	1.6	1.8	2.0	Sumatriptan
DB00669	Hypertension	1.0	1.0	1.0	Sumatriptan
DB00669	Hypoaesthesia	2.0	3.5	5.0	Sumatriptan
DB00669	Hypotension	1.0	1.0	1.0	Sumatriptan
DB00669	Ill-defined disorder	2.0	4.96666666667	9.5	Sumatriptan
DB00669	Infection	1.1	1.25	1.4	Sumatriptan
DB00669	Injection site bruising	16.0	16.0	16.0	Sumatriptan
DB00669	Injection site haemorrhage	6.0	9.333333333330001	16.0	Sumatriptan
DB00669	Injection site pain	6.0	6.0	6.0	Sumatriptan
DB00669	Injection site reaction	59.0	59.0	59.0	Sumatriptan
DB00669	Instillation site pain	4.0	4.0	4.0	Sumatriptan
DB00669	Loss of consciousness	1.0	1.0	1.0	Sumatriptan
DB00669	Malaise	2.0	4.96666666667	9.5	Sumatriptan
DB00669	Muscle atrophy	1.4	1.4	1.4	Sumatriptan
DB00669	Muscle spasms	3.0	3.0	3.0	Sumatriptan
DB00669	Musculoskeletal discomfort	1.0	1.5	2.0	Sumatriptan
DB00669	Musculoskeletal pain	1.4	1.85	2.3	Sumatriptan
DB00669	Musculoskeletal stiffness	3.0	4.0	5.0	Sumatriptan
DB00669	Myalgia	1.0	1.5	2.0	Sumatriptan
DB00669	Nausea	11.0	12.675	14.0	Sumatriptan
DB00669	Neck pain	3.0	4.0	5.0	Sumatriptan
DB00669	Numbness	2.0	3.5	5.0	Sumatriptan
DB00669	Oropharyngeal discomfort	1.8	2.4	3.0	Sumatriptan
DB00669	Oropharyngeal pain	1.8	2.4	3.0	Sumatriptan
DB00669	Pain	1.0	4.25	8.0	Sumatriptan
DB00669	Pain in jaw	1.0	2.0	3.0	Sumatriptan
DB00669	Pallor	1.0	1.0	1.0	Sumatriptan
DB00669	Palpitations	1.0	1.0	1.0	Sumatriptan
DB00669	Paraesthesia	1.0	4.125	14.0	Sumatriptan
DB00669	Sensation of pressure	1.0	4.0	7.0	Sumatriptan
DB00669	Sensory loss	2.0	3.5	5.0	Sumatriptan
DB00669	Shock	1.0	1.0	1.0	Sumatriptan
DB00669	Somnolence	3.0	3.0	3.0	Sumatriptan
DB00669	Stiffness	3.0	4.0	5.0	Sumatriptan
DB00669	Sweating	1.6	1.8	2.0	Sumatriptan
DB00669	Syncope	1.0	1.0	1.0	Sumatriptan
DB00669	Tachycardia	1.0	1.0	1.0	Sumatriptan
DB00669	Tenderness	3.0	3.0	3.0	Sumatriptan
DB00669	Throat sore	1.8	2.4	3.0	Sumatriptan
DB00669	Tingling sensation	1.0	7.5	14.0	Sumatriptan
DB00669	Vertigo	1.0	3.58571428571	12.0	Sumatriptan
DB00669	Viral infection	1.0	1.05	1.1	Sumatriptan
DB00669	Vomiting	11.0	12.675	14.0	Sumatriptan
DB00671	Abdominal pain	5.0	5.0	5.0	Cefixime
DB00671	Diarrhoea	15.0	15.0	15.0	Cefixime
DB00671	Dizziness	3.0	3.0	3.0	Cefixime
DB00671	Dyspepsia	3.0	3.0	3.0	Cefixime
DB00671	Flatulence	3.0	3.0	3.0	Cefixime
DB00671	Gastrointestinal pain	5.0	5.0	5.0	Cefixime
DB00671	Headache	11.0	11.0	11.0	Cefixime
DB00671	Nausea	9.0	9.0	9.0	Cefixime
DB00671	Vomiting	2.0	2.0	2.0	Cefixime
DB00673	Alanine aminotransferase increased	1.1	1.8	2.8	Aprepitant
DB00673	Alopecia	11.9	12.15	12.4	Aprepitant
DB00673	Anaemia	3.0	3.65	4.3	Aprepitant
DB00673	Anorexia	2.0	7.0	10.1	Aprepitant
DB00673	Aspartate aminotransferase increased	1.1	1.1	1.1	Aprepitant
DB00673	Asthenia	1.4	2.12857142857	2.9	Aprepitant
DB00673	Body temperature increased	5.9	8.25	10.6	Aprepitant
DB00673	Bradycardia	3.9	4.15	4.4	Aprepitant
DB00673	Constipation	2.0	2.1	2.2	Aprepitant
DB00673	Decreased appetite	2.0	7.0	10.1	Aprepitant
DB00673	Diarrhoea	1.1	1.1	1.1	Aprepitant
DB00673	Dyspepsia	1.5	1.5	1.5	Aprepitant
DB00673	Eructation	1.0	1.0	1.0	Aprepitant
DB00673	Fatigue	1.4	1.96666666667	2.9	Aprepitant
DB00673	Headache	1.8	3.875	6.5	Aprepitant
DB00673	Hiccups	2.9	5.975	10.8	Aprepitant
DB00673	Infusion site reactions	3.0	3.0	3.0	Aprepitant
DB00673	Insomnia	2.1	2.925	3.7	Aprepitant
DB00673	Neutropenia	2.9	4.35	5.8	Aprepitant
DB00673	Pruritus	7.6	8.0	8.4	Aprepitant
DB00673	Tinnitus	3.7	3.75	3.8	Aprepitant
DB00673	Urinary tract infection	2.3	2.75	3.2	Aprepitant
DB00674	Abdominal discomfort	1.0	1.2	1.6	Galantamine
DB00674	Abdominal pain	2.4	3.7	5.0	Galantamine
DB00674	Abdominal pain upper	2.0	2.0	2.0	Galantamine
DB00674	Anaemia	3.0	3.0	3.0	Galantamine
DB00674	Anorexia	1.0	4.11428571429	9.0	Galantamine
DB00674	Arrhythmia	3.0	3.0	3.0	Galantamine
DB00674	Asthenia	2.3	3.4	5.0	Galantamine
DB00674	Bradycardia	1.2	1.6	2.0	Galantamine
DB00674	Bundle branch block	2.0	2.0	2.0	Galantamine
DB00674	Decreased appetite	1.0	3.9090909090900006	9.0	Galantamine
DB00674	Depression	4.2	5.6	7.0	Galantamine
DB00674	Diarrhoea	2.0	6.333333333330001	12.0	Galantamine
DB00674	Discomfort	1.4	1.4	1.4	Galantamine
DB00674	Dizziness	1.0	3.77142857143	9.0	Galantamine
DB00674	Dyspepsia	1.8	3.4	5.0	Galantamine
DB00674	Fatigue	4.0	4.5	5.0	Galantamine
DB00674	Feeling abnormal	1.4	1.4	1.4	Galantamine
DB00674	Gastrointestinal pain	2.4	3.7	5.0	Galantamine
DB00674	Haematuria	3.0	3.0	3.0	Galantamine
DB00674	Headache	7.6	7.8	8.0	Galantamine
DB00674	Hyperhidrosis	1.2	1.2	1.2	Galantamine
DB00674	Hypertension	4.0	4.0	4.0	Galantamine
DB00674	Ill-defined disorder	1.4	1.4	1.4	Galantamine
DB00674	Insomnia	5.0	5.0	5.0	Galantamine
DB00674	Lethargy	1.7	1.7	1.7	Galantamine
DB00674	Loss of consciousness	1.0	1.95	3.0	Galantamine
DB00674	Malaise	1.4	1.4	1.4	Galantamine
DB00674	Muscle spasms	1.5	1.5	1.5	Galantamine
DB00674	Nausea	2.0	12.188888888900001	25.0	Galantamine
DB00674	Rhinitis	4.0	4.0	4.0	Galantamine
DB00674	Shock	1.0	1.95	3.0	Galantamine
DB00674	Somnolence	1.7	2.85	4.0	Galantamine
DB00674	Syncope	1.0	1.95	3.0	Galantamine
DB00674	Tremor	2.0	2.5	3.0	Galantamine
DB00674	Upset stomach	1.6	1.6	1.6	Galantamine
DB00674	Urinary tract infection	8.0	8.0	8.0	Galantamine
DB00674	Vomiting	1.0	6.32222222222	13.0	Galantamine
DB00674	Weight decreased	5.0	5.7	7.0	Galantamine
DB00678	Abdominal pain	1.7	1.7	1.7	Losartan
DB00678	Anaemia	14.0	14.0	14.0	Losartan
DB00678	Arthralgia	5.0	5.0	5.0	Losartan
DB00678	Asthenia	3.8	8.9	14.0	Losartan
DB00678	Back pain	1.6	6.8	12.0	Losartan
DB00678	Body temperature increased	4.0	4.0	4.0	Losartan
DB00678	Bronchitis	10.0	10.0	10.0	Losartan
DB00678	Cataract	7.0	7.0	7.0	Losartan
DB00678	Cellulitis	7.0	7.0	7.0	Losartan
DB00678	Chest pain	1.1	6.55	12.0	Losartan
DB00678	Cough	3.1	31.3875	69.0	Losartan
DB00678	Cramp muscle	1.0	1.0	1.0	Losartan
DB00678	Diabetic neuropathy	4.0	4.0	4.0	Losartan
DB00678	Diabetic vascular disorder	10.0	10.0	10.0	Losartan
DB00678	Diarrhoea	1.9	8.45	15.0	Losartan
DB00678	Dizziness	3.0	3.55	4.1	Losartan
DB00678	Dyspepsia	1.1	2.55	4.0	Losartan
DB00678	Fatigue	3.8	8.9	14.0	Losartan
DB00678	Gastritis	5.0	5.0	5.0	Losartan
DB00678	Gastrointestinal pain	1.7	1.7	1.7	Losartan
DB00678	Headache	14.1	14.1	14.1	Losartan
DB00678	Hyperkalaemia	7.0	7.0	7.0	Losartan
DB00678	Hypoaesthesia	5.0	5.0	5.0	Losartan
DB00678	Hypoglycaemia	14.0	14.0	14.0	Losartan
DB00678	Hypotension	7.0	7.0	7.0	Losartan
DB00678	Infection	5.0	7.666666666669999	10.0	Losartan
DB00678	Influenza	10.0	10.0	10.0	Losartan
DB00678	Injury	4.0	4.0	4.0	Losartan
DB00678	Insomnia	1.1	1.1	1.1	Losartan
DB00678	Knee pain	5.0	5.0	5.0	Losartan
DB00678	Leg pain	5.0	5.0	5.0	Losartan
DB00678	Muscle spasms	1.0	1.0	1.0	Losartan
DB00678	Muscular weakness	7.0	7.0	7.0	Losartan
DB00678	Nasal congestion	1.3	1.3	1.3	Losartan
DB00678	Nausea	1.8	1.8	1.8	Losartan
DB00678	Oedema	1.7	1.7	1.7	Losartan
DB00678	Orthostatic hypotension	4.0	4.0	4.0	Losartan
DB00678	Pain	1.0	1.5	2.0	Losartan
DB00678	Pain in extremity	5.0	5.0	5.0	Losartan
DB00678	Palpitations	1.0	1.0	1.0	Losartan
DB00678	Pharyngitis	1.5	1.5	1.5	Losartan
DB00678	Sinus disorder	1.0	1.0	1.0	Losartan
DB00678	Sinusitis	1.0	3.5	6.0	Losartan
DB00678	Swelling	1.7	1.7	1.7	Losartan
DB00678	Tachycardia	1.0	1.0	1.0	Losartan
DB00678	Trauma	4.0	4.0	4.0	Losartan
DB00678	Upper respiratory tract infection	6.5	6.5	6.5	Losartan
DB00678	Urinary tract infection	16.0	16.0	16.0	Losartan
DB00678	Weight increased	4.0	4.0	4.0	Losartan
DB00681	Asthma	1.2	3.15	5.1	Amphotericin B
DB00681	Blood creatinine increased	18.5	29.0666666667	48.7	Amphotericin B
DB00681	Body temperature increased	7.0	26.1545454545	57.7	Amphotericin B
DB00681	Chills	6.0	36.7642857143	89.7	Amphotericin B
DB00681	Confusional state	3.8	8.433333333330001	12.9	Amphotericin B
DB00681	Cough	2.1	6.833333333330001	10.3	Amphotericin B
DB00681	Cough increased	2.1	6.833333333330001	10.3	Amphotericin B
DB00681	Creatinine increased	18.5	29.0666666667	48.7	Amphotericin B
DB00681	Dermatitis	4.6	13.4666666667	23.5	Amphotericin B
DB00681	Dyspnoea	4.66	5.965	7.27	Amphotericin B
DB00681	Feeling abnormal	3.8	8.433333333330001	12.9	Amphotericin B
DB00681	Haematuria	14.0	14.0	14.0	Amphotericin B
DB00681	Hypertension	2.33	13.425999999999998	23.1	Amphotericin B
DB00681	Hyperventilation	1.17	3.9619999999999997	9.0	Amphotericin B
DB00681	Hypokalaemia	6.7	9.15	11.6	Amphotericin B
DB00681	Hypotension	3.5	9.767999999999999	19.2	Amphotericin B
DB00681	Hypoxia	6.2	10.05	20.5	Amphotericin B
DB00681	Nausea	8.0	12.333333333299999	20.0	Amphotericin B
DB00681	Nephropathy toxic	18.7	26.2	33.7	Amphotericin B
DB00681	Nephrotoxicity	18.7	26.2	33.7	Amphotericin B
DB00681	Phlebitis	9.3	15.066666666700002	25.3	Amphotericin B
DB00681	Rash	4.6	13.4666666667	23.5	Amphotericin B
DB00681	Rigors	6.0	36.7642857143	89.7	Amphotericin B
DB00681	Tachycardia	2.33	13.165999999999999	23.1	Amphotericin B
DB00681	Vomiting	4.0	11.4285714286	18.0	Amphotericin B
DB00683	Agitation	1.0	3.0	6.0	Midazolam
DB00683	Airway obstruction NOS	1.0	2.33333333333	4.0	Midazolam
DB00683	Bradycardia	1.0	2.5	4.0	Midazolam
DB00683	Cough	1.3	1.6	1.9	Midazolam
DB00683	Dermatitis	1.0	1.5	2.0	Midazolam
DB00683	Drowsiness	1.2	1.25	1.3	Midazolam
DB00683	Erythema	2.6	3.2	3.8	Midazolam
DB00683	Extrasystoles	1.0	1.5	2.0	Midazolam
DB00683	Headache	1.3	1.4	1.5	Midazolam
DB00683	Hiccups	3.9	4.7	5.5	Midazolam
DB00683	Hypoxia	2.0	5.5	9.0	Midazolam
DB00683	Induration	1.7	1.8	1.9	Midazolam
DB00683	Injection site pain	3.7	4.65	6.2	Midazolam
DB00683	Laryngospasm	2.0	4.0	6.0	Midazolam
DB00683	Nausea	1.5	5.21666666667	14.0	Midazolam
DB00683	Obstructive airways disorder	1.0	2.33333333333	4.0	Midazolam
DB00683	Oversedation	1.0	1.0	1.0	Midazolam
DB00683	Pain	3.7	3.7	3.7	Midazolam
DB00683	Pain during injection	5.0	5.6	6.2	Midazolam
DB00683	Pulmonary function test decreased	1.0	2.66666666667	5.0	Midazolam
DB00683	Rash	1.0	1.5	2.0	Midazolam
DB00683	Redness	2.6	3.2	3.8	Midazolam
DB00683	Respiratory depression	1.0	2.66666666667	5.0	Midazolam
DB00683	Rhonchi	1.0	2.66666666667	5.0	Midazolam
DB00683	Sedation	1.0	1.33333333333	2.0	Midazolam
DB00683	Somnolence	1.2	1.25	1.3	Midazolam
DB00683	Tenderness	5.6	6.3	7.0	Midazolam
DB00683	Tranquillisation excessive	1.0	1.5	2.0	Midazolam
DB00683	Ventricular bigeminy	1.0	1.5	2.0	Midazolam
DB00683	Ventricular extrasystoles	1.0	1.5	2.0	Midazolam
DB00683	Vomiting	2.6	11.1	31.0	Midazolam
DB00684	Abdominal pain	12.8	12.8	12.8	Tobramycin
DB00684	Anorexia	18.6	18.6	18.6	Tobramycin
DB00684	Asthenia	35.7	35.7	35.7	Tobramycin
DB00684	Asthma	15.9	15.9	15.9	Tobramycin
DB00684	Back pain	7.0	7.0	7.0	Tobramycin
DB00684	Blood glucose increased	2.9	2.9	2.9	Tobramycin
DB00684	Body temperature increased	12.4	20.3	32.9	Tobramycin
DB00684	Bronchitis	2.63	2.63	2.63	Tobramycin
DB00684	Chest discomfort	2.9	4.7	6.5	Tobramycin
DB00684	Chest pain	2.9	15.35	26.0	Tobramycin
DB00684	Cough	31.1	41.02	48.4	Tobramycin
DB00684	Cough increased	46.1	46.1	46.1	Tobramycin
DB00684	Decreased appetite	18.6	18.6	18.6	Tobramycin
DB00684	Dermatitis	2.3	3.36666666667	5.4	Tobramycin
DB00684	Diarrhoea	1.58	3.47	6.2	Tobramycin
DB00684	Discomfort	6.2	6.2	6.2	Tobramycin
DB00684	Dizziness	5.8	5.8	5.8	Tobramycin
DB00684	Dysgeusia	3.9	5.25	6.6	Tobramycin
DB00684	Dysphonia	3.8	7.73	13.6	Tobramycin
DB00684	Dyspnoea	12.4	20.5666666667	33.7	Tobramycin
DB00684	Ear pain	7.4	7.4	7.4	Tobramycin
DB00684	Eosinophilia	1.58	1.58	1.58	Tobramycin
DB00684	Epistaxis	1.9	3.665	7.0	Tobramycin
DB00684	Feeling abnormal	6.2	6.2	6.2	Tobramycin
DB00684	Forced expiratory volume decreased	1.0	12.0	31.1	Tobramycin
DB00684	Gastrointestinal pain	12.8	12.8	12.8	Tobramycin
DB00684	Haemoptysis	12.4	14.933333333299998	19.4	Tobramycin
DB00684	Headache	11.4	16.7	26.7	Tobramycin
DB00684	Hyperventilation	5.4	5.4	5.4	Tobramycin
DB00684	Ill-defined disorder	6.2	6.2	6.2	Tobramycin
DB00684	Immunoglobulins increased	1.58	1.58	1.58	Tobramycin
DB00684	Increased bronchial secretion	37.6	37.6	37.6	Tobramycin
DB00684	Laryngeal pain	2.63	2.63	2.63	Tobramycin
DB00684	Lower respiratory tract infection	5.8	5.8	5.8	Tobramycin
DB00684	Lung disorder	30.1	31.7666666667	33.8	Tobramycin
DB00684	Malaise	6.2	6.2	6.2	Tobramycin
DB00684	Musculoskeletal chest pain	4.5	4.65	4.8	Tobramycin
DB00684	Nasal congestion	7.2	7.65	8.1	Tobramycin
DB00684	Nausea	7.5	9.433333333330001	11.2	Tobramycin
DB00684	Oropharyngeal pain	10.5	12.25	14.0	Tobramycin
DB00684	Pain	8.1	8.1	8.1	Tobramycin
DB00684	Pharyngitis	38.0	38.0	38.0	Tobramycin
DB00684	Pharyngolaryngeal pain	2.63	2.63	2.63	Tobramycin
DB00684	Productive cough	18.2	18.9	19.6	Tobramycin
DB00684	Pulmonary function test decreased	6.8	9.22	16.3	Tobramycin
DB00684	Rales	6.2	10.733333333300001	18.9	Tobramycin
DB00684	Rash	2.3	3.36666666667	5.4	Tobramycin
DB00684	Red blood cell sedimentation rate increased	8.42	8.42	8.42	Tobramycin
DB00684	Respiratory depression	16.3	16.3	16.3	Tobramycin
DB00684	Rhinitis	34.5	34.5	34.5	Tobramycin
DB00684	Sinusitis	8.1	8.1	8.1	Tobramycin
DB00684	Sputum increased	37.6	37.6	37.6	Tobramycin
DB00684	Throat irritation	1.9	3.2	4.5	Tobramycin
DB00684	Tonsillitis	2.11	2.11	2.11	Tobramycin
DB00684	Upper respiratory tract infection	6.8	7.7	8.6	Tobramycin
DB00684	Vomiting	5.7	8.63333333333	14.0	Tobramycin
DB00684	Weight decreased	10.1	10.1	10.1	Tobramycin
DB00684	Wheezing	5.26	6.086666666669999	6.8	Tobramycin
DB00685	Abdominal pain	1.0	1.0	1.0	Trovafloxacin
DB00685	Dermatitis	1.0	1.5	2.0	Trovafloxacin
DB00685	Diarrhoea	2.0	2.0	2.0	Trovafloxacin
DB00685	Dizziness	1.0	4.71428571429	11.0	Trovafloxacin
DB00685	Gastrointestinal pain	1.0	1.0	1.0	Trovafloxacin
DB00685	Headache	1.0	3.0	5.0	Trovafloxacin
DB00685	Lightheadedness	1.0	2.33333333333	4.0	Trovafloxacin
DB00685	Nausea	4.0	5.666666666669999	8.0	Trovafloxacin
DB00685	Pruritus	1.0	1.5	2.0	Trovafloxacin
DB00685	Rash	1.0	1.5	2.0	Trovafloxacin
DB00685	Vaginal infection	1.0	1.5	2.0	Trovafloxacin
DB00685	Vaginal inflammation	1.0	1.5	2.0	Trovafloxacin
DB00685	Vomiting	1.0	2.0	3.0	Trovafloxacin
DB00686	Abdominal pain	2.0	2.0	2.0	Pentosan polysulfate
DB00686	Affect lability	2.0	2.0	2.0	Pentosan polysulfate
DB00686	Agitation	1.0	1.0	1.0	Pentosan polysulfate
DB00686	Alopecia	4.0	4.0	4.0	Pentosan polysulfate
DB00686	Depression	2.0	2.0	2.0	Pentosan polysulfate
DB00686	Dermatitis	3.0	3.0	3.0	Pentosan polysulfate
DB00686	Diarrhoea	3.0	3.5	4.0	Pentosan polysulfate
DB00686	Dizziness	1.0	1.0	1.0	Pentosan polysulfate
DB00686	Dyspepsia	1.0	1.5	2.0	Pentosan polysulfate
