orig_food_common_name,orig_source_name,orig_content,cas_number
Lemon,POTASSIUM,1470.0,[K+]
Lemon balm,Ferulic acid,48.0,[H]\C(=C(/[H])C1=CC(OC)=C(O)C=C1)C(O)=O
Lemon balm,Caffeic acid,13.800000190999999,OC(=O)\C=C\C1=CC(O)=C(O)C=C1
Lemon balm,4-Hydroxybenzoic acid,2.299999952,OC(=O)C1=CC=C(O)C=C1
Lemon grass (citronella),"Potassium, K",723.0,[K+]
Lemon grass (citronella),"Phosphorus, P",101.0,P
Lemon grass (citronella),"Calcium, Ca",65.0,[Ca++]
Lemon juice,"Sugars, total",1600.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
Lemon juice,Fructose,900.0,OCC(O)C(O)C(O)C(=O)CO.OCC1OC(O)(CO)C(O)C1O.OCC1(O)OCC(O)C(O)C1O
Lemon juice,Glucose,500.0,OCC(O)C(O)C(O)C(O)C=O.OCC(O)C1OC(O)C(O)C1O.OCC1OC(O)C(O)C(O)C1O
Lemon peel,"Sugars, total",4170.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
Lemon peel,Calcium (Ca),250.0,[Ca++]
Lemon peel,Potassium (K),160.0,[K+]
Lemon sole,Glutamic acid,2600.0,N[C@@H](CCC(O)=O)C(O)=O
Lemon sole,Aspartic acid,1800.0,N[C@@H](CC(O)=O)C(O)=O
Lemon sole,Lysine,1700.0,NCCCC[C@H](N)C(O)=O
Lemon verbena,Verbascoside,39.400001526,CC1OC(OC2C(O)C(OCCC3=CC(O)=C(O)C=C3)OC(CO)C2OC(=O)\C=C\C2=CC(O)=C(O)C=C2)C(O)C(O)C1O
Lemon verbena,Jaceosidin,34.481428759,COC1=C(O)C=CC(=C1)C1=CC(=O)C2=C(O1)C=C(O)C(OC)=C2O
Lemon verbena,Hispidulin,29.137500014,COC1=C(O)C2=C(OC(=CC2=O)C2=CC=C(O)C=C2)C=C1O
Lemonade,"Sugars, total",94700.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
Lemonade,Sucrose,74450.0,OCC1OC(CO)(OC2OC(CO)C(O)C(O)C2O)C(O)C1O
Lemonade-flavor drink,"Sugars, total",97150.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
Lemonade-flavor drink,Sucrose,69820.0,OCC1OC(CO)(OC2OC(CO)C(O)C(O)C2O)C(O)C1O
Lemonade-flavor drink,Fructose,21990.0,OCC(O)C(O)C(O)C(=O)CO.OCC1OC(O)(CO)C(O)C1O.OCC1(O)OCC(O)C(O)C1O
Lemongrass,POTASSIUM,2300.0,[K+]
Lemongrass,CALCIUM,368.0,[Ca++]
Lemongrass,EO,300.0,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3
Lemons,"Sugars, total",2500.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
Lemons,"Potassium, K",138.0,[K+]
Lemons,"Vitamin C, total ascorbic acid",53.0,[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO
Lentil,STARCH,28500.0,OCC1OC(O)C(O)C(O)C1O
Lentil,GLUTAMIC-ACID,4625.0,N[C@@H](CCC(O)=O)C(O)=O
Lentil,ASPARTIC-ACID,3296.0,N[C@@H](CC(O)=O)C(O)=O
Lentils,Starch (dextrins and glycogen),50800.0,OCC1OC(O)C(O)C(O)C1O
Lentils,Glutamic acid,4400.0,N[C@@H](CCC(O)=O)C(O)=O
Lentils,Aspartic acid,3000.0,N[C@@H](CC(O)=O)C(O)=O
Lettuce,"Vitamin A, IU",8710.0,C\C(=C/CO)\C=C\C=C(\C)/C=C/C1=C(C)CCCC1(C)C
Lettuce,SUGAR,6500.0,OCC1OC(CO)(OC2OC(CO)C(O)C(O)C2O)C(O)C1O
Lettuce,POTASSIUM,6235.0,[K+]
Lettuce [Green],"Quercetin 3-O-(6""-malonyl-glucoside)",1.85458058,OC1C(O)C(COC(=O)CC(O)=O)OC(OC2=C(OC3=CC(O)=CC(O)=C3C2=O)C2=CC(O)=C(O)C=C2)C1O
Lettuce [Green],Quercetin,1.628461519,OC1=CC2=C(C(O)=C1)C(=O)C(O)=C(O2)C1=CC=C(O)C(O)=C1
Lettuce [Green],Luteolin 7-O-glucuronide,0.401153844,O[C@@H]1[C@@H](O)[C@H](OC2=CC(O)=C3C(=O)C=C(OC3=C2)C2=CC=C(O)C(O)=C2)O[C@@H]([C@H]1O)C(O)=O
Lettuce [Red],Quercetin,40.27499944,OC1=CC2=C(C(O)=C1)C(=O)C(O)=C(O2)C1=CC=C(O)C(O)=C1
Lettuce [Red],"Quercetin 3-O-(6""-malonyl-glucoside)",10.44271493,OC1C(O)C(COC(=O)CC(O)=O)OC(OC2=C(OC3=CC(O)=CC(O)=C3C2=O)C2=CC(O)=C(O)C=C2)C1O
Lettuce [Red],Cyanidin 3-O-(6''-malonyl-glucoside),2.9173346760000003,OC1C(COC(=O)CC(O)=O)OC(OC2=C([O+]=C3C=C(O)C=C(O)C3=C2)C2=CC(O)=C(O)C=C2)C(O)C1O
Light Ice Cream,"Sugars, total",24370.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
Light Ice Cream,Sucrose,16900.0,OCC1OC(CO)(OC2OC(CO)C(O)C(O)C2O)C(O)C1O
Lima bean,p-Coumaric acid,4.900000095,OC(=O)\C=C\C1=CC=C(O)C=C1
Lima bean,Ferulic acid,3.900000095,[H]\C(=C(/[H])C1=CC(OC)=C(O)C=C1)C(O)=O
Lima beans,Glutamic acid,3038.0,N[C@@H](CCC(O)=O)C(O)=O
Lima beans,"Sugars, total",1630.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
Lime,SUGARS,870.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
Lime,EO,650.0,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3
Lime,LIMONENE,610.0,CC(=C)C1CCC(C)=CC1
Lime juice,"Sugars, total",1690.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
Lime juice,Fructose,610.0,OCC(O)C(O)C(O)C(=O)CO.OCC1OC(O)(CO)C(O)C1O.OCC1(O)OCC(O)C(O)C1O
Limeade,"Sugars, total",13270.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
Limeade,"Potassium, K",10.0,[K+]
Limeade,"Vitamin C, total ascorbic acid",3.1,[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO
Limes,"Sugars, total",1690.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
Limes,"Potassium, K",102.0,[K+]
Limes,"Vitamin A, IU",50.0,C\C(=C/CO)\C=C\C=C(\C)/C=C/C1=C(C)CCCC1(C)C
Ling,Calcium (Ca),20.0,[Ca++]
Ling,"Vitamin A, total",3.0,C\C(=C/CO)\C=C\C=C(\C)/C=C/C1=C(C)CCCC1(C)C
Ling,"Niacin, total",1.2,OC(=O)C1=CN=CC=C1
Lingonberry,"Carbohydrates, added sugar (sucrose)",26000.0,OCC1OC(CO)(OC2OC(CO)C(O)C(O)C2O)C(O)C1O
Lingonberry,"Sugars, total",8700.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
Lingonberry,Glucose,4300.0,OCC(O)C(O)C(O)C(O)C=O.OCC(O)C1OC(O)C(O)C1O.OCC1OC(O)C(O)C(O)C1O
Linseed oil,"C18:3, n-3",53300.0,CC\C=C/C\C=C/C\C=C/CCCCCCCC(O)=O
Linseed oil,"C18:1, n-9",20200.0,CCCCCCCC\C=C\CCCCCCCC(O)=O
Linseed oil,"C18:2, n-6",12700.0,[H]\C(CCCCC)=C(/[H])C\C([H])=C(/[H])CCCCCCCC(O)=O
Linseeds,"C18:3, n-3",16700.0,CC\C=C/C\C=C/C\C=C/CCCCCCCC(O)=O
Linseeds,Glutamic acid,5600.0,N[C@@H](CCC(O)=O)C(O)=O
Linseeds,"C18:1, n-9",5370.0,CCCCCCCC\C=C\CCCCCCCC(O)=O
Liqueur,"Carbohydrates, added sugar (sucrose)",46800.0,OCC1OC(CO)(OC2OC(CO)C(O)C(O)C2O)C(O)C1O
Liqueur,"Sugars, total",46800.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
Liqueur,Alcohol (ethanol),29800.0,CCO
Liquorice,"Sugars, total",50000.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
Liquorice,"Carbohydrates, added sugar (sucrose)",48000.0,OCC1OC(CO)(OC2OC(CO)C(O)C(O)C2O)C(O)C1O
Liquorice allsorts,"Sugars, total",60000.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
Liquorice allsorts,"Carbohydrates, added sugar (sucrose)",50000.0,OCC1OC(CO)(OC2OC(CO)C(O)C(O)C2O)C(O)C1O
Liquorice allsorts,Sucrose,44800.0,OCC1OC(CO)(OC2OC(CO)C(O)C(O)C2O)C(O)C1O
Litchis,"Sugars, total",66100.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
Litchis,"Potassium, K",1110.0,[K+]
Liver,"Vitamin A, total",15579.0,C\C(=C/CO)\C=C\C=C(\C)/C=C/C1=C(C)CCCC1(C)C
Liver cheese,"Vitamin A, IU",17490.0,C\C(=C/CO)\C=C\C=C(\C)/C=C/C1=C(C)CCCC1(C)C
Liver cheese,"Vitamin A, RAE",5252.0,C\C(=C/CO)\C=C\C=C(\C)/C=C/C1=C(C)CCCC1(C)C
Liver cheese,Glutamic acid,1834.0,N[C@@H](CCC(O)=O)C(O)=O
Liver sausage,"Vitamin A, IU",27667.0,C\C(=C/CO)\C=C\C=C(\C)/C=C/C1=C(C)CCCC1(C)C
Liver sausage,"Vitamin A, RAE",8308.0,C\C(=C/CO)\C=C\C=C(\C)/C=C/C1=C(C)CCCC1(C)C
Liver sausage,Glutamic acid,2195.0,N[C@@H](CCC(O)=O)C(O)=O
Liverwurst spread,"Vitamin A, IU",13636.0,C\C(=C/CO)\C=C\C=C(\C)/C=C/C1=C(C)CCCC1(C)C
Liverwurst spread,"Vitamin A, RAE",4091.0,C\C(=C/CO)\C=C\C=C(\C)/C=C/C1=C(C)CCCC1(C)C
Liverwurst spread,Glutamic acid,2195.0,N[C@@H](CCC(O)=O)C(O)=O
Lobster,Glutamic acid,3100.0,N[C@@H](CCC(O)=O)C(O)=O
Loganberries,"Sugars, total",7700.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
Loganberries,Potassium (K),145.0,[K+]
Loganberries,"Potassium, K",145.0,[K+]
Longans,Glutamic acid,780.0,N[C@@H](CCC(O)=O)C(O)=O
Longans,"Potassium, K",658.0,[K+]
Longans,Alanine,585.0,C[C@H](N)C(O)=O
Loquat,NITROGEN,2600.0,N#N
Loquat,CALCIUM,2190.0,[Ca++]
Loquat,POTASSIUM,1550.0,[K+]
Loquats,"Vitamin A, IU",1528.0,C\C(=C/CO)\C=C\C=C(\C)/C=C/C1=C(C)CCCC1(C)C
Loquats,"Potassium, K",266.0,[K+]
Loquats,"Vitamin A, RAE",76.0,C\C(=C/CO)\C=C\C=C(\C)/C=C/C1=C(C)CCCC1(C)C
Lotus root,"Potassium, K",556.0,[K+]
Lotus root,"Sugars, total",500.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
Lotus root,Aspartic acid,369.0,N[C@@H](CC(O)=O)C(O)=O
Lovage,EO,950.0,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3
Lovage,Quercetin,170.0,OC1=CC2=C(C(O)=C1)C(=O)C(O)=C(O2)C1=CC=C(O)C(O)=C1
Lovage,Kaempferol,7.0,OC1=CC=C(C=C1)C1=C(O)C(=O)C2=C(O1)C=C(O)C=C2O
Lowbush blueberry,Malvidin 3-O-glucoside,26.068610190999998,COC1=CC(=CC(OC)=C1O)C1=[O+]C2=CC(O)=CC(O)=C2C=C1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
Lowbush blueberry,Malvidin 3-O-galactoside,21.438363218,COC1=CC(=CC(OC)=C1O)C1=C(OC2OC(CO)C(O)C(O)C2O)C=C2C(O)=CC(O)=CC2=[O+]1
Lowbush blueberry,Delphinidin 3-O-galactoside,16.144509697,OCC1OC(OC2=CC3=C(O)C=C(O)C=C3[O+]=C2C2=CC(O)=C(O)C(O)=C2)C(O)C(O)C1O
Luffa,LINOLEIC-ACID,15275.0,[H]\C(CCCCC)=C(/[H])C\C([H])=C(/[H])CCCCCCCC(O)=O
Luffa,OLEIC-ACID,9750.0,CCCCCCCC\C=C\CCCCCCCC(O)=O
Luffa,CALCIUM,2778.0,[Ca++]
Lump,"C18:1, n-9",6650.0,CCCCCCCC\C=C\CCCCCCCC(O)=O
Lump,"C20:1, n-11",4650.0,[H]\C(CCCCCCCCCC)=C(/[H])CCCCCCCC(O)=O
Lump,"C22:1, n-9",4140.0,CCCCCCCCC=CCCCCCCCCCCCC(O)=O
Luncheon meat,Glutamic acid,4052.0,N[C@@H](CCC(O)=O)C(O)=O
Luncheon meat,Aspartic acid,2496.0,N[C@@H](CC(O)=O)C(O)=O
Luncheon meat,Lysine,2293.0,NCCCC[C@H](N)C(O)=O
Luncheon sausage,Glutamic acid,2161.0,N[C@@H](CCC(O)=O)C(O)=O
Luncheon sausage,Aspartic acid,1602.0,N[C@@H](CC(O)=O)C(O)=O
Luncheon sausage,Lysine,1447.0,NCCCC[C@H](N)C(O)=O
Luncheon slices,"Sugars, total",2220.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
Luncheon slices,"Sodium, Na",711.0,[Na]
Luncheon slices,"Phosphorus, P",442.0,P
Lupins,Glutamic acid,8686.0,N[C@@H](CCC(O)=O)C(O)=O
Lupins,Arginine,3877.0,N[C@@H](CCCNC(N)=N)C(O)=O
Lupins,Aspartic acid,3877.0,N[C@@H](CC(O)=O)C(O)=O
Luxury loaf,Glutamic acid,2941.0,N[C@@H](CCC(O)=O)C(O)=O
Luxury loaf,Aspartic acid,1741.0,N[C@@H](CC(O)=O)C(O)=O
Luxury loaf,Lysine,1653.0,NCCCC[C@H](N)C(O)=O
Lychee,Potassium (K),171.0,[K+]
Lychee,"Vitamin C, total",71.5,[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO
Lychee,"Vitamin C, L-ascorbic acid",71.5,[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO
MARTHA WHITE FOODS,"Sugars, total",54760.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
MARTHA WHITE FOODS,"Sodium, Na",1295.0,[Na]
MCKEE BAKING,"Sugars, total",34000.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
MCKEE BAKING,"Sodium, Na",223.0,[Na]
MCKEE BAKING,"Vitamin C, total ascorbic acid",2.0,[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO
MISSION FOODS,"Sodium, Na",898.0,[Na]
MISSION FOODS,"Calcium, Ca",191.0,[Ca++]
MISSION FOODS,8:0,5.0,CCCCCCCC(O)=O
MORI-NU,Glutamic acid,1462.0,N[C@@H](CCC(O)=O)C(O)=O
MORI-NU,"Sugars, total",1310.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
MORNINGSTAR FARMS Asian Veggie Patties,"Sugars, total",4900.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
MORNINGSTAR FARMS Asian Veggie Patties,"Vitamin A, IU",1915.0,C\C(=C/CO)\C=C\C=C(\C)/C=C/C1=C(C)CCCC1(C)C
MORNINGSTAR FARMS Asian Veggie Patties,"Sodium, Na",725.0,[Na]
MORNINGSTAR FARMS BBQ Riblets,"Sugars, total",16800.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
MORNINGSTAR FARMS BBQ Riblets,"Sodium, Na",574.0,[Na]
MORNINGSTAR FARMS BBQ Riblets,"Potassium, K",411.0,[K+]
MORNINGSTAR FARMS Bacon,"Sugars, total",4500.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
MORNINGSTAR FARMS Bacon,"Sodium, Na",567.0,[Na]
MORNINGSTAR FARMS Bacon,"Phosphorus, P",306.0,P
MORNINGSTAR FARMS Breakfast Pattie made with Organic Soy,"Sugars, total",1500.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
MORNINGSTAR FARMS Breakfast Pattie made with Organic Soy,"Sodium, Na",632.0,[Na]
MORNINGSTAR FARMS Breakfast Pattie made with Organic Soy,"Potassium, K",458.0,[K+]
MORNINGSTAR FARMS California Turk'y Burger,"Sugars, total",1600.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
MORNINGSTAR FARMS California Turk'y Burger,"Sodium, Na",609.0,[Na]
MORNINGSTAR FARMS California Turk'y Burger,"Potassium, K",422.0,[K+]
MORNINGSTAR FARMS Chik Patties,"Sugars, total",2000.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
MORNINGSTAR FARMS Chik Patties,"Sodium, Na",835.0,[Na]
MORNINGSTAR FARMS Chik Patties,"Potassium, K",392.0,[K+]
MORNINGSTAR FARMS Chik'n Grill Veggie Patties,"Sodium, Na",519.0,[Na]
MORNINGSTAR FARMS Chik'n Grill Veggie Patties,"Potassium, K",320.0,[K+]
MORNINGSTAR FARMS Chik'n Grill Veggie Patties,"Sugars, total",200.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
MORNINGSTAR FARMS Chik'n Nuggets,"Sugars, total",2200.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
MORNINGSTAR FARMS Chik'n Nuggets,"Sodium, Na",702.0,[Na]
MORNINGSTAR FARMS Chik'n Nuggets,"Potassium, K",379.0,[K+]
MORNINGSTAR FARMS Corn Dogs,"Sugars, total",11000.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
MORNINGSTAR FARMS Corn Dogs,"Sodium, Na",666.0,[Na]
MORNINGSTAR FARMS Corn Dogs,"Phosphorus, P",115.0,P
MORNINGSTAR FARMS Entree Chili,"Sugars, total",1400.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
MORNINGSTAR FARMS Entree Chili,"Potassium, K",335.0,[K+]
MORNINGSTAR FARMS Entree Chili,"Sodium, Na",194.0,[Na]
MORNINGSTAR FARMS Garden Veggie Patties,"Sugars, total",1800.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
MORNINGSTAR FARMS Garden Veggie Patties,"Sodium, Na",525.0,[Na]
MORNINGSTAR FARMS Garden Veggie Patties,"Vitamin A, IU",373.0,C\C(=C/CO)\C=C\C=C(\C)/C=C/C1=C(C)CCCC1(C)C
MORNINGSTAR FARMS Grillers Burger Style Recipe Crumbles,"Sugars, total",1100.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
MORNINGSTAR FARMS Grillers Burger Style Recipe Crumbles,"Sodium, Na",427.0,[Na]
MORNINGSTAR FARMS Grillers Burger Style Recipe Crumbles,"Phosphorus, P",201.0,P
MORNINGSTAR FARMS Grillers Original,"Sugars, total",1200.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
MORNINGSTAR FARMS Grillers Original,"Sodium, Na",422.0,[Na]
MORNINGSTAR FARMS Grillers Original,"Phosphorus, P",185.0,P
MORNINGSTAR FARMS Grillers Prime,"Sodium, Na",501.0,[Na]
MORNINGSTAR FARMS Grillers Prime,"Sugars, total",300.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
MORNINGSTAR FARMS Grillers Prime,"Potassium, K",224.0,[K+]
MORNINGSTAR FARMS Grillers Quarter Pound Veggie Burger,"Sugars, total",600.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
MORNINGSTAR FARMS Grillers Quarter Pound Veggie Burger,"Sodium, Na",429.0,[Na]
MORNINGSTAR FARMS Grillers Quarter Pound Veggie Burger,"Potassium, K",235.0,[K+]
MORNINGSTAR FARMS Grillers Vegan,"Potassium, K",498.0,[K+]
MORNINGSTAR FARMS Grillers Vegan,"Sugars, total",400.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
MORNINGSTAR FARMS Grillers Vegan,"Sodium, Na",395.0,[Na]
MORNINGSTAR FARMS Hot and Spicy Veggie Sausage Patties,"Sodium, Na",551.0,[Na]
MORNINGSTAR FARMS Hot and Spicy Veggie Sausage Patties,"Potassium, K",297.0,[K+]
MORNINGSTAR FARMS Hot and Spicy Veggie Sausage Patties,"Phosphorus, P",232.0,P
MORNINGSTAR FARMS Italian Herb Chik Patties,"Sugars, total",1500.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
MORNINGSTAR FARMS Italian Herb Chik Patties,"Sodium, Na",682.0,[Na]
MORNINGSTAR FARMS Italian Herb Chik Patties,"Potassium, K",483.0,[K+]
MORNINGSTAR FARMS Lasagna with Veggie Sausage,"Sugars, total",1700.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
MORNINGSTAR FARMS Lasagna with Veggie Sausage,"Vitamin A, IU",352.0,C\C(=C/CO)\C=C\C=C(\C)/C=C/C1=C(C)CCCC1(C)C
MORNINGSTAR FARMS Lasagna with Veggie Sausage,"Potassium, K",229.0,[K+]
MORNINGSTAR FARMS Maple Flavored Veggie Sausage Patties,"Sugars, total",5900.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
MORNINGSTAR FARMS Maple Flavored Veggie Sausage Patties,"Sodium, Na",656.0,[Na]
MORNINGSTAR FARMS Maple Flavored Veggie Sausage Patties,"Phosphorus, P",311.0,P
MORNINGSTAR FARMS Meal Starters Chik'n Strips,"Sugars, total",1200.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
MORNINGSTAR FARMS Meal Starters Chik'n Strips,"Sodium, Na",597.0,[Na]
MORNINGSTAR FARMS Meal Starters Chik'n Strips,"Potassium, K",124.0,[K+]
MORNINGSTAR FARMS MeatFree Buffalo Wings,"Sugars, total",2100.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
MORNINGSTAR FARMS MeatFree Buffalo Wings,"Sodium, Na",758.0,[Na]
MORNINGSTAR FARMS MeatFree Buffalo Wings,"Potassium, K",493.0,[K+]
MORNINGSTAR FARMS Mini Corn Dogs,"Sugars, total",8000.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
MORNINGSTAR FARMS Mini Corn Dogs,"Sodium, Na",678.0,[Na]
MORNINGSTAR FARMS Mini Corn Dogs,"Phosphorus, P",142.0,P
MORNINGSTAR FARMS Mushroom Lover's Burger,"Sugars, total",1600.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
MORNINGSTAR FARMS Mushroom Lover's Burger,"Sodium, Na",346.0,[Na]
MORNINGSTAR FARMS Mushroom Lover's Burger,"Iron, Fe",1.1,[Fe]
MORNINGSTAR FARMS Original Chik'n Tenders,"Sodium, Na",714.0,[Na]
MORNINGSTAR FARMS Original Chik'n Tenders,"Sugars, total",600.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
MORNINGSTAR FARMS Original Chik'n Tenders,"Potassium, K",247.0,[K+]
MORNINGSTAR FARMS Sausage Style Recipe Crumbles,"Sugars, total",1400.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
MORNINGSTAR FARMS Sausage Style Recipe Crumbles,"Sodium, Na",758.0,[Na]
MORNINGSTAR FARMS Sausage Style Recipe Crumbles,"Potassium, K",165.0,[K+]
MORNINGSTAR FARMS Spicy Black Bean Burger,"Sugars, total",2800.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
